"shapeid","OBJECTID","ILCEKN","ILCE_ADI","KIMLIKNO","AD","YAKA","KARAR_NO","KARAR_TARI","GLOBALID","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","TANITIMKOD","SHAPE_Leng","SHAPE_Area","area","perimeter" 
"327.0","328","1327","12","99131","SÜMBÜL EFENDÝ","2","NULL","1899-12-30","{D933330D-46E3-497F-9349-269C8BFFB2EF}","NULL","NULL","NULL","NULL","74","2825.54167302","320053.753799","3.424806902785349e-05","0.029375986522917834"
"328.0","329","1185","8","40246","GÖZTEPE","1","NULL","1899-12-30","{CDDF2F05-054A-4FA3-9D08-9AA6A4354414}","NULL","NULL","NULL","NULL","10","8168.55309465","2616436.85496","0.00028031579711296217","0.08463751322615197"
"329.0","330","1708","25","40812","KÜÇÜKSU","1","NULL","1899-12-30","{93B4DB24-42D0-4D52-BE1E-42A30F1241D4}","NULL","NULL","NULL","NULL","52","6147.91092768","1615077.90771","0.00017299884916610608","0.06276562217881204"
"330.0","331","1185","8","40247","KAVACIK","1","NULL","1899-12-30","{2C227D5B-C46D-435C-9B20-7D2B1119A31C}","NULL","NULL","NULL","NULL","11","6410.43040596","1614787.18152","0.00017303253855516232","0.06755129917575929"
"331.0","332","1659","30","191911","HACILLI","1","NULL","NULL","{DC4BC4C7-C1FE-4C24-8271-EAF565BE9D27}","NULL","NULL","NULL","NULL","32","19410.8650553","15121039.7317","0.001619343228071557","0.20226037354811535"
"332.0","333","1622","31","191843","BÜYÜK SÝNEKLÝ","2","NULL","NULL","{F14DB893-C02F-4F26-9100-0E3163992883}","NULL","NULL","NULL","NULL","15","23560.8231753","16400311.9339","0.001760033838650088","0.24174556419357754"
"333.0","334","2015","23","0","ASKERÝ BÖLGE","1","NULL","NULL","{0ACB84D3-2450-48CC-ABDC-8C8E594E3A4C}","NULL","NULL","NULL","NULL","0","15344.056335","11366061.8152","0.0012135805153548063","0.1636331162733883"
"334.0","335","2004","4","40162","MERKEZ","2","NULL","1899-12-30","{A31FB945-2E55-4771-A5F0-40C69DEE80B2}","NULL","NULL","NULL","NULL","8","5004.71355399","857875.092062","9.183773067888978e-05","0.05194791561253297"
"335.0","336","1663","22","40703","MAHMUT ÞEVKET PAÞA","2","NULL","1899-12-30","{6AF12216-9BE2-45B7-A032-5558CD126A37}","NULL","NULL","NULL","NULL","19","2592.63585753","334291.471342","3.579920166885131e-05","0.026028843318286136"
"336.0","337","1663","22","40697","HALÝL RIFAT PAÞA","2","NULL","1899-12-30","{ECF6A50C-08F9-4429-895D-8C53DFC76848}","NULL","NULL","NULL","NULL","13","2924.1594489","425661.189368","4.558818579880608e-05","0.029863903182525454"
"337.0","338","1663","22","40710","YAYLA","2","NULL","1899-12-30","{3A2DDB84-7BB7-4452-9048-273DE39CC4F5}","NULL","NULL","TERDEM","2017-02-24","26","2695.70806414","242348.759382","2.5951557176995266e-05","0.028202659613738842"
"338.0","339","2012","19","40612","ALTAYÇEÞME","1","NULL","1899-12-30","{4BBD64AB-A638-45EE-A736-C363AE227227}","NULL","NULL","NULL","NULL","1","5462.53148325","1344956.76308","0.00014378455853147898","0.05527078117140949"
"339.0","340","1663","22","40702","KUÞTEPE","2","NULL","1899-12-30","{D6B579E2-A495-4AE2-A5F3-510FC1798766}","NULL","NULL","NULL","NULL","18","3144.6856386","410778.513237","4.400354953304486e-05","0.030793018856663364"
"340.0","341","1183","7","40216","MURADÝYE","2","NULL","1899-12-30","{AED65402-B987-4A7D-818D-D4736F2ECC21}","NULL","NULL","TERDEM","2017-02-27","4","1289.13960054","81505.563066","8.727946692488331e-06","0.013137686874465057"
"341.0","342","1183","7","40219","ABBASAÐA","2","NULL","1899-12-30","{FA727382-46B8-4E27-A8A1-D5CD6F674B46}","NULL","NULL","NULL","NULL","5","1779.51263934","143932.141177","1.54132244460925e-05","0.01796879229889183"
"342.0","343","2012","19","40616","YALI","1","NULL","1899-12-30","{449100FC-3ECE-4BBD-B232-8E2CB9A96A5F}","NULL","NULL","TERDEM","2017-02-22","16","11859.1427301","2283469.68299","0.00024406139982602326","0.1253115883978671"
"343.0","344","2053","38","181516","SELAHADDÝN EYYUBÝ","2","69419","2014-12-29","{0097D960-8BD9-4393-A6FD-0C9719C88ECD}","NULL","NULL","NULL","NULL","53","7975.48925387","2583743.67534","0.00027665382515351666","0.08383969428559845"
"344.0","345","1186","9","40267","KADIMEHMET EFENDÝ","2","NULL","1899-12-30","{5484279F-3EFC-48BF-9C7C-80017A62AFAD}","NULL","NULL","TERDEM","2017-02-21","29","1768.82499335","134068.877576","1.435351930467732e-05","0.018194536932329773"
"345.0","346","1659","30","191885","KIZILCA","1","NULL","NULL","{03457EF9-196D-4F97-BB7F-E0287E0ABD2A}","NULL","NULL","NULL","NULL","19","23543.8430406","23075634.1741","0.0024752317699494597","0.2452461204141774"
"346.0","347","1185","8","191719","POYRAZKÖY","1","NULL","NULL","{96261AF4-F23E-48F0-ACF6-6844D62EB77A}","NULL","NULL","TERDEM","2017-02-20","30","16111.6789864","8566291.23951","0.0009193172821824191","0.1636906920525995"
"347.0","348","2015","23","40716","ÝÇMELER","1","NULL","1899-12-30","{44E7A5DA-0274-4189-B9AD-5AE62CECAF15}","NULL","NULL","NULL","NULL","2","5078.45603463","911224.863094","9.72939178609522e-05","0.05473856158154769"
"348.0","349","1886","6","40204","ORTAMAHALLE","2","NULL","1899-12-30","{BFED5F81-3DE8-4DC1-91BA-4C0F8E7EDAB1}","NULL","NULL","NULL","NULL","1","5625.09179999","814712.50689","8.721887115825666e-05","0.05879921349573439"
"349.0","350","1835","20","40629","FEVZÝ ÇAKMAK","1","NULL","1899-12-30","{6E5742C1-63A7-4CD5-9491-E3FBF0568D18}","NULL","NULL","NULL","NULL","13","6369.01094622","1833418.42304","0.00019586303221785784","0.06542835752937035"
"350.0","351","1835","20","40640","GÜLLÜ BAÐLAR","1","NULL","1899-12-30","{AFAAC528-05FA-454D-8DAF-60580BB47409}","NULL","NULL","NULL","NULL","14","5146.26505964","1232526.61311","0.00013169695989745378","0.05418096381229972"
"351.0","352","1237","32","40916","KARACAKÖY MERKEZ","2","NULL","1899-12-30","{0DFDE3C8-748B-48D7-BD91-890EAFB5E36E}","NULL","NULL","TERDEM","2017-02-28","1","48742.8882664","67641618.9243","0.007281520835363153","0.5183142658342842"
"352.0","353","1237","32","191813","ÖRENCÝK","2","NULL","NULL","{C961E9B8-921B-42DB-921A-05E16E3CA32D}","NULL","NULL","TERDEM","2017-02-28","18","23250.6923881","23330960.5904","0.002508318296577272","0.24503719003286323"
"353.0","354","1659","30","191969","SOFULAR","1","NULL","NULL","{C0F4B4C8-9369-416C-8D79-C699768D8464}","NULL","NULL","NULL","NULL","61","21704.4198233","15823031.3358","0.0016975915661987528","0.2240396431636269"
"354.0","355","2049","34","40795","FETÝH","1","NULL","1899-12-30","{C03A67BB-08AD-4978-8A52-355933E4D16B}","NULL","NULL","NULL","NULL","63","2911.54482928","418977.958719","4.4836710003437474e-05","0.029213186398131055"
"355.0","356","1835","20","40638","ESENLER","1","NULL","1899-12-30","{D458C73D-3C8E-4CED-B2CC-0B3886C8FA75}","NULL","NULL","NULL","NULL","10","5763.10990312","1062709.25605","0.00011353522552326467","0.059673936644132244"
"356.0","357","1604","21","191769","GÜMÜÞDERE","2","NULL","NULL","{DA188420-C2B5-425E-8573-E3ADBD823D36}","NULL","NULL","TERDEM","2017-03-02","3","15135.7172103","9378928.41031","0.0010071571582557226","0.16286114707721752"
"357.0","358","1237","32","191787","DAÐYENÝCE","2","NULL","NULL","{0710EAAD-297A-4DE8-B3D7-38BCEE274FB6}","NULL","NULL","TERDEM","2017-02-28","5","24497.2918834","22076636.3448","0.002371657872117794","0.25421646099715917"
"358.0","359","1663","22","40690","ERGENEKON","2","NULL","1899-12-30","{6E2B7E95-3A88-415A-BC17-A14EF06B89C0}","NULL","NULL","NULL","NULL","6","1585.77681665","102951.791334","1.1024407513104961e-05","0.015533314604732527"
"359.0","360","1663","22","40687","BOZKURT","2","NULL","1899-12-30","{F8A40A9A-944B-410C-ACA3-85B2686C2FCE}","NULL","NULL","NULL","NULL","3","1853.97903153","180282.86003","1.9305679074932414e-05","0.019007009591907133"
"360.0","361","1663","22","40696","HALÝDE EDÝP ADIVAR","2","NULL","1899-12-30","{4884E78C-CC98-49D2-B6E8-1BE55B9D36C4}","NULL","NULL","NULL","NULL","12","2792.6348492","364480.941759","3.9037403439579066e-05","0.02966391668566983"
"361.0","362","1663","22","40698","HALASKARGAZÝ","2","NULL","1899-12-30","{733A773A-28F7-4033-A94C-23D3BCD1DB8D}","NULL","NULL","NULL","NULL","14","1590.83238218","100963.682205","1.0812139180416125e-05","0.01590160675525646"
"362.0","363","1327","12","99129","HASEKÝ SULTAN","2","NULL","1899-12-30","{94560E49-4CD1-46EC-8304-64C4B1DB07FA}","NULL","NULL","NULL","NULL","72","2885.92021279","291989.263514","3.124854822544876e-05","0.031377118075460786"
"363.0","364","1327","12","99138","HIRKA-Ý ÞERÝF","2","NULL","1899-12-30","{0D270D36-8D61-4A8D-BAE3-7F12FDBBBB40}","NULL","NULL","NULL","NULL","81","2913.83765579","434875.985413","4.654951681004604e-05","0.030472356792008628"
"364.0","365","1327","12","40328","MUHSÝNE HATUN","2","NULL","1899-12-30","{11A03928-E1DF-415C-9285-E208E06315FB}","NULL","NULL","TERDEM","2017-02-03","111","2612.35623133","125853.296756","1.346772921806405e-05","0.02796272350999422"
"365.0","366","1327","12","40336","ÞEHSUVAR BEY","2","NULL","1899-12-30","{2B21CFE2-ACD4-449C-BD02-FE65B518898C}","NULL","NULL","NULL","NULL","119","1923.37419325","151694.071932","1.6233085034400574e-05","0.02004169057583216"
"366.0","367","1186","9","40262","FETÝHTEPE","2","NULL","1899-12-30","{0A6F7496-2D6A-4CB1-B9F1-F26BEA0E8C9F}","NULL","NULL","NULL","NULL","41","3174.65735179","327735.004023","3.5094801091872796e-05","0.03212220462494465"
"367.0","368","1186","9","40266","KULAKSIZ","2","NULL","1899-12-30","{C37C6531-B981-453A-B235-6E52E3C2EA31}","NULL","NULL","TERDEM","2017-02-21","37","2844.94278841","240499.019178","2.574925201770384e-05","0.029222595846306584"
"368.0","369","2014","28","40948","HASANPAÞA","1","NULL","1899-12-30","{E19BA165-126A-4F38-978F-BA6D79568DFF}","NULL","NULL","NULL","NULL","1","4214.3233612","838699.109397","8.971030604243424e-05","0.04249599530860789"
"369.0","370","1708","25","40789","BURHANÝYE","1","NULL","1899-12-30","{3CD8F3AD-3E91-408A-957D-C67BC4A340DC}","NULL","NULL","NULL","NULL","30","5530.38020658","1535211.0735","0.00016435209408882656","0.05777760597940949"
"370.0","371","2012","19","40618","GÝRNE","1","NULL","1899-12-30","{938A7700-5351-4881-832E-5578F696161C}","NULL","NULL","NULL","NULL","18","3830.43602041","766734.500238","8.198050966257142e-05","0.04094421483641528"
"371.0","372","1185","8","191711","ELMALI","1","NULL","NULL","{84A9E8E5-EB1C-48B5-AA42-AC0863F60D46}","NULL","NULL","TERDEM","2017-02-08","26","11670.1675242","4403716.83718","0.00047221587635704054","0.1257867405760631"
"372.0","373","2053","38","181524","ÞEHÝTLER","2","69419","2014-12-29","{6497A671-7697-4D75-A361-AA946F03AEEA}","NULL","NULL","NULL","NULL","57","2330.76226769","284193.917845","3.0421890301113308e-05","0.025367411983417906"
"373.0","374","2048","33","191979","YENÝKÖY","2","NULL","NULL","{D93D936A-FF7F-4492-95D3-B7C4F4B45B58}","NULL","NULL","NULL","NULL","14","32545.0800864","31523621.2446","0.0033882864868246543","0.34220610240202126"
"374.0","375","1659","30","191883","KARAMANDERE","1","NULL","NULL","{DE6A2879-F246-40C6-ADFA-088E3D29910C}","NULL","NULL","NULL","NULL","18","24122.2512685","11506905.9604","0.0012335789056123758","0.24517766335008473"
"375.0","376","1659","30","191959","KERVANSARAY","1","NULL","NULL","{ACEEB24D-5722-4BCA-8B47-0DB80FC16D91}","NULL","NULL","NULL","NULL","56","54789.5667988","38513853.362","0.004124556363308329","0.5693747633612123"
"375.1","376","1659","30","191959","KERVANSARAY","1","NULL","NULL","{ACEEB24D-5722-4BCA-8B47-0DB80FC16D91}","NULL","NULL","NULL","NULL","56","54789.5667988","38513853.362","0.004124556363308329","0.5693747633612123"
"376.0","377","1421","15","40508","KOÞUYOLU","1","NULL","1899-12-30","{4A17707E-2EBB-4CA6-8A41-75E2C5E4EFB7}","NULL","NULL","NULL","NULL","2","3875.12392051","699140.080594","7.482166779482213e-05","0.04047714450015508"
"377.0","378","1782","29","40882","BAHÇELÝEVLER","2","NULL","1899-12-30","{AC613C61-D937-4CA7-90F2-3D175F89DBF5}","NULL","NULL","MAKS","2016-01-26","15","13549.0729152","7171663.42505","0.000767563940371474","0.13629264313745545"
"378.0","379","2012","19","40625","BAÞIBÜYÜK","1","NULL","1899-12-30","{AACD36A0-002C-4F0F-96EF-2D93CB30E47D}","NULL","NULL","NULL","NULL","5","17484.079178","10169250.6687","0.001087575284373088","0.19126043109258195"
"379.0","380","2012","19","40619","FINDIKLI","1","NULL","1899-12-30","{CE418FD5-4771-418B-AB0B-165DB61A9308}","NULL","NULL","TERDEM","2017-02-21","11","6415.58278015","1152439.96257","0.00012326937974194152","0.07072951475771837"
"380.0","381","2049","34","40534","ÝNÖNÜ","1","NULL","1899-12-30","{BDFAE519-C1A2-4A40-8CBD-33B77E3435A3}","NULL","NULL","NULL","NULL","31","6130.58697192","1244744.76763","0.00013315420949311374","0.06905500790188455"
"381.0","382","1185","8","40248","RÜZGARLIBAHÇE","1","NULL","1899-12-30","{2B896614-98A8-40E4-A03E-B18C825B9459}","NULL","NULL","NULL","NULL","12","10275.1012025","3436906.0695","0.0003682832299318761","0.1031447622284659"
"382.0","383","1185","8","40260","FATÝH","1","NULL","1899-12-30","{34CC9F3E-F4D6-4A5E-B647-0AE73F02BBAD}","NULL","NULL","NULL","NULL","9","10492.0918807","3606089.33606","0.0003863908700623142","0.10915027980403585"
"383.0","384","1708","25","40794","FERAH","1","NULL","1899-12-30","{C1B7B7A2-8C86-4780-9CAF-AA61CA9515A9}","NULL","NULL","NULL","NULL","40","4769.34316993","1068193.13266","0.00011436350712301646","0.050286650401234145"
"384.0","385","1708","25","98670","ZEYNEP KAMÝL","1","NULL","1899-12-30","{2E2BFD5C-38ED-4FE7-9051-0AC6871381E8}","NULL","NULL","NULL","NULL","61","2943.59671622","371597.837725","3.977290111834009e-05","0.0317359982690257"
"385.0","386","1659","30","191915","KADIKÖY","1","NULL","NULL","{0F7AA738-B342-4913-B3B1-0822D2CB4604}","NULL","NULL","NULL","NULL","34","13614.4689855","3345083.84787","0.0003586265498825014","0.1379281610235389"
"386.0","387","2012","19","40624","BÜYÜKBAKKALKÖY","1","NULL","1899-12-30","{1BBFDB89-6216-4F53-BD55-F4689C28BE61}","NULL","NULL","NULL","NULL","6","28663.26935","21652056.0011","0.002315365997446861","0.29989992364365475"
"387.0","388","2052","37","191999","SIRAPINAR","1","NULL","NULL","{AA2DA15C-B77E-4EB5-AC12-E8E84E749829}","NULL","NULL","TERDEM","2017-03-17","14","16479.1565415","9107907.34588","0.0009762877931507319","0.1794320265047972"
"388.0","389","2014","28","40952","HAMÝDÝYE","1","NULL","1899-12-30","{42733104-877D-49FA-8E7B-5A35CC077A8A}","NULL","NULL","NULL","NULL","5","4755.03559714","1285741.31886","0.00013749971719789755","0.05041673420800394"
"389.0","390","1336","13","40462","MEVLANA","2","NULL","1899-12-30","{F95615DD-E1AB-43FE-B76E-1343F8C4EACD}","NULL","NULL","NULL","NULL","14","4298.16708631","982591.258645","0.00010528032544243615","0.0451771524496957"
"390.0","391","1421","15","40513","ZÜHTÜPAÞA","1","NULL","1899-12-30","{4328D3FB-2A38-427E-AC70-811D7C73370C}","NULL","NULL","NULL","NULL","7","3766.43776973","664297.705354","7.107102862846659e-05","0.0380445247972897"
"391.0","392","2052","37","0","ASKERÝ BÖLGE","1","NULL","NULL","{46BB2DDB-BCC6-4EAF-832B-879A93FC56E4}","NULL","NULL","NULL","NULL","0","13338.8481805","7496620.69864","0.0008026714619973063","0.13479711035934372"
"392.0","393","1708","25","40785","BAHÇELÝEVLER","1","NULL","1899-12-30","{E7C6ED9F-234B-48DE-9C44-905200BC6181}","NULL","NULL","NULL","NULL","49","6887.22310003","1604768.60488","0.0001718635141969571","0.06731410007057675"
"393.0","394","2054","39","40579","ABDURRAHMANGAZÝ","1","NULL","1899-12-30","{E1BDD767-0B73-45AF-8D37-B986016FE803}","NULL","NULL","NULL","NULL","8","9404.64871501","3918463.5549","0.00041931708619813435","0.1001021119855819"
"394.0","395","2052","37","40764","SULTANÇÝFTLÝÐÝ","1","NULL","1899-12-30","{ADDCAB96-96C6-4528-8552-91D3A92CE0C1}","NULL","NULL","TERDEM","2017-03-17","13","5417.75857861","868852.778634","9.302324440341181e-05","0.05547131406586082"
"395.0","396","1852","24","40744","HEKÝMBAÞI","1","NULL","1899-12-30","{1DD5FEBA-1B4E-47BA-8B7A-F06B51844D81}","NULL","NULL","NULL","NULL","10","6985.57747054","1648546.90458","0.00017656876786986686","0.07662718910506418"
"396.0","397","1823","18","40601","CUMHURÝYET","2","NULL","1899-12-30","{D8A19DD4-1504-4B27-AD66-86B25DEA283A}","NULL","NULL","NULL","NULL","7","5098.01148235","1324654.2687","0.00014173673184814106","0.05295680586714193"
"397.0","398","1886","6","40203","CEVATPAÞA","2","NULL","1899-12-30","{8DEB865D-8AAA-46C8-B5A1-71079E2CFAE3}","NULL","NULL","MAKS","2015-12-07","11","3267.27158634","589470.016277","6.31423575896406e-05","0.03407105982343303"
"398.0","399","2016","27","40349","YAVUZ SELÝM","2","NULL","1899-12-30","{3D8121FE-3576-4125-A3E4-CD2983D09785}","NULL","NULL","NULL","NULL","5","2908.2215365","241437.187119","2.5848900918390427e-05","0.031324176055908086"
"399.0","400","2016","27","40353","TURGUT REÝS","2","NULL","1899-12-30","{18596C63-DE2E-4085-86AB-8CF165D225B9}","NULL","NULL","NULL","NULL","15","3142.50659061","588006.030201","6.29747366929223e-05","0.031416578843675345"
"400.0","401","2016","27","40342","DAVUTPAÞA","2","NULL","1899-12-30","{EE630FBE-ED16-4082-8125-C57BCC594D98}","NULL","NULL","NULL","NULL","3","2144.80607262","209211.408298","2.23971293280556e-05","0.023692095500937635"
"401.0","402","1708","25","40787","BEYLERBEYÝ","1","NULL","1899-12-30","{44BE82F3-E1BC-4B4D-B98D-54BB398C0EEA}","NULL","NULL","NULL","NULL","43","5696.45386042","1147624.68936","0.00012288281527617073","0.06071289933799493"
"402.0","403","1810","16","40552","YAHYA KEMAL","2","NULL","1899-12-30","{B0F86096-B8A1-43E7-A458-BE828F3B253D}","NULL","NULL","NULL","NULL","18","3137.77574539","341927.877525","3.663522579699929e-05","0.03229172309596913"
"403.0","404","2052","37","40770","KÝRAZLIDERE","1","NULL","1899-12-30","{68E38F07-8670-4869-B841-4D46B018AFD6}","NULL","NULL","NULL","NULL","11","4708.33877662","698680.502899","7.4788671895476e-05","0.052078187088595955"
"404.0","405","2052","37","40753","ÇAMLIK","1","NULL","1899-12-30","{FFEBF916-D2F8-4E6C-91C8-413159117308}","NULL","NULL","NULL","NULL","6","3251.68647732","413558.51784","4.4268034230299236e-05","0.032553930976675034"
"405.0","406","1237","32","40904","FATÝH","2","NULL","1899-12-30","{84D56FAE-BA90-4CAD-9080-064A8DCE7526}","NULL","NULL","TERDEM","2017-03-03","4","98387.172746","169498814.033","0.018261794315321822","1.0306847311779932"
"405.0.ring1","406","1237","32","40904","FATÝH","2","NULL","1899-12-30","{84D56FAE-BA90-4CAD-9080-064A8DCE7526}","NULL","NULL","TERDEM","2017-03-03","4","98387.172746","169498814.033","0.018261794315321822","1.0306847311779932"
"406.0","407","1237","32","40902","BAHÞAYÝÞ","2","NULL","1899-12-30","{E24B60EA-C157-4DE5-8EB0-519D6716F237}","NULL","NULL","TERDEM","2017-02-28","1","15200.1769909","9465220.63651","0.001014521646538924","0.15362122455607866"
"407.0","408","2015","23","40725","AKFIRAT","1","NULL","1899-12-30","{730F9346-EECC-4775-814D-7DB2E4AC978E}","NULL","NULL","NULL","NULL","4","23266.8621706","26070458.5868","0.0027877783976464343","0.2385767840520201"
"408.0","409","1421","15","40509","ACIBADEM","1","NULL","1899-12-30","{D9903A4B-8EDD-4570-9C3C-7064ADDE7273}","NULL","NULL","NULL","NULL","3","6054.14282853","1456944.90665","0.00015590976738621976","0.062158972820630855"
"409.0","410","2050","35","40872","BAHÇEÞEHÝR 2. KISIM","2","NULL","1899-12-30","{CB841466-C0CF-4A24-ABBA-8CBB339A34EB}","NULL","NULL","NULL","NULL","4","15932.4468574","8683516.54716","0.0009302193240046108","0.16610272392630993"
"410.0","411","2052","37","40757","MÝMAR SÝNAN","1","NULL","1899-12-30","{3AB4812D-90DB-4044-987F-1B42576928DB}","NULL","NULL","NULL","NULL","10","5539.89416386","1219795.33694","0.0001305950484038476","0.05787855642092362"
